consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,s_im1,s_im2,s_im3,s_im4,s_im5,s_im6,s_im7,s_im8,s_im1pos,s_im2pos,s_im3pos,s_im4pos,s_im5pos,s_im6pos,s_im7pos,s_im8pos,s_tarright,search_resp.keys,search_resp.rt,search_loop.thisRepN,search_loop.thisTrialN,search_loop.thisN,search_loop.thisIndex,search_loop.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_68.png,KIND,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,candle,,,,,,0,0,0,23,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,mushroom,,,,,,0,1,1,25,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,LETTER,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,crown,,,,,,0,2,2,56,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,spoon,,,,,,0,3,3,11,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,FLESH,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,razor,,,,,,0,4,4,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_18.png,RIVER,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,planet,,,,,,0,5,5,22,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,pawn,,,,,,0,6,6,46,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,BATH,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,telephone,,,,,,0,7,7,15,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,map,,,,,,0,8,8,14,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,LEADER,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,helmet,,,,,,0,9,9,17,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,anchor,,,,,,0,10,10,58,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,DUDE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,pepper,,,,,,0,11,11,59,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CASINO,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,stamp,,,,,,0,12,12,12,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,GLASS,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,daisy,,,,,,0,13,13,27,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,tyre,,,,,,0,14,14,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_655.png,SALE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,megaphone,,,,,,0,15,15,57,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,SALE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,dart,,,,,,0,16,16,8,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,MILLER,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,telephone,,,,,,0,17,17,49,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,perfume,,,,,,0,18,18,35,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,DUDE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,cherry,,,,,,0,19,19,47,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,LEADER,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,boot,,,,,,0,20,20,43,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,microphone,,,,,,0,21,21,28,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CANDY,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,stamp,,,,,,0,22,22,52,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,TOILET,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,pepper,,,,,,0,23,23,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,map,,,,,,0,24,24,53,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,anchor,,,,,,0,25,25,13,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,SERIES,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,rug,,,,,,0,26,26,39,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,WRITER,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,carrot,,,,,,0,27,27,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,suitcase,,,,,,0,28,28,37,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,POLICY,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,basket,,,,,,0,29,29,34,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,telephone,,,,,,0,30,30,38,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_452.png,COPS,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,watch,,,,,,0,31,31,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_33.png,COPS,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,frame,,,,,,0,32,32,29,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,runner,,,,,,0,33,33,42,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5dee8dc525332652f941f79b,12/08/1996,2020-08-13_12h41.39.678,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f352687fbeb1447cc544e76,4,,,,,,stamp,,,,,,0,34,34,21,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
