consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,s_im1,s_im2,s_im3,s_im4,s_im5,s_im6,s_im7,s_im8,s_im1pos,s_im2pos,s_im3pos,s_im4pos,s_im5pos,s_im6pos,s_im7pos,s_im8pos,s_tarright,search_resp.keys,search_resp.rt,search_loop.thisRepN,search_loop.thisTrialN,search_loop.thisN,search_loop.thisIndex,search_loop.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_311.png,BEAUTY,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,razor,,,,,,0,0,0,13,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,runner,,,,,,0,1,1,14,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,DUDE,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,scissors,,,,,,0,2,2,27,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,crown,,,,,,0,3,3,45,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,CARS,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,mushroom,,,,,,0,4,4,35,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,THING,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,bench,,,,,,0,5,5,59,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_675.png,WEAPON,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,windmill,,,,,,0,6,6,32,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SAKE,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,ring,,,,,,0,7,7,17,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,GODS,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,perfume,,,,,,0,8,8,11,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,ARTIST,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,stool,,,,,,0,9,9,6,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,basket,,,,,,0,10,10,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,YARD,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,monkey,,,,,,0,11,11,29,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,MOMENT,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,hanger,,,,,,0,12,12,51,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,candle,,,,,,0,13,13,44,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_248.png,DOZEN,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,cart,,,,,,0,14,14,39,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,LOTS,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,microphone,,,,,,0,15,15,10,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,ring,,,,,,0,16,16,43,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,cap,,,,,,0,17,17,26,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,salt,,,,,,0,18,18,28,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,AREA,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,shovel,,,,,,0,19,19,22,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,THING,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,microphone,,,,,,0,20,20,47,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,perfume,,,,,,0,21,21,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_467.png,DEMON,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,peg,,,,,,0,22,22,23,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,DEATH,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,gorilla,,,,,,0,23,23,49,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,THING,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,diamond,,,,,,0,24,24,15,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,BEAUTY,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,helmet,,,,,,0,25,25,48,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,dice,,,,,,0,26,26,46,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,LEADER,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,wheelbarrow,,,,,,0,27,27,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,cherry,,,,,,0,28,28,16,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,BODY,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,wheel,,,,,,0,29,29,8,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,SPEECH,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,pepper,,,,,,0,30,30,20,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,PENNY,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,monkey,,,,,,0,31,31,31,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,boot,,,,,,0,32,32,37,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,FEET,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,wheelbarrow,,,,,,0,33,33,58,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,FRIEND,5b69a09840003400016ff00f,30/07/1988,2020-08-13_12h30.40.215,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f35244c236a73485a84bc0c,1,,,,,,razor,,,,,,0,34,34,34,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
